[var2][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]geq[Pspa]15043,[var2][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]geq[Pspa]15043
17625[Pbgr][var2][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb],17625[Pbgr][var2][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb]
[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu]0[Pbeg]geq[Pspa]2914,[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu]0[Pbeg]geq[Pspa]2914
10968[Ples][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu]0,10968[Ples][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu]0
[Plbb][Pbeg]pi[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]leq[Pspa]12266,[Plbb][Pbeg]pi[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]leq[Pspa]12266
[Plbb][Pbeg]pi[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]geq[Pspa]13836,[Plbb][Pbeg]pi[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]geq[Pspa]13836
17751[Peql][Pbeg]sin[Plbb][var1][Prbb],17751[Peql][Pbeg]sin[Plbb][var1][Prbb]
[Pbeg]sin[Plbb][var1][Prbb][Pbeg]geq[Pspa][Plsb][Pbeg]cos[Plbb][Pbeg]pi[Prbb][Prsb]7,[Pbeg]sin[Plbb][var1][Prbb][Pbeg]geq[Pspa][Plsb][Pbeg]cos[Plbb][Pbeg]pi[Prbb][Prsb]7
6[Plsb][var2][Pplu][var1][Prsb][Pbgr][var2][Pplu][Plsb]2[Pplu][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb][Prsb],6[Plsb][var2][Pplu][var1][Prsb][Pbgr][var2][Pplu][Plsb]2[Pplu][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb][Prsb]
6[Plsb][var2][Pplu][var1][Prsb][Pbeg]leq[Pspa]8991,6[Plsb][var2][Pplu][var1][Prsb][Pbeg]leq[Pspa]8991
[Pbeg]log[Psub][Plbb]1[Prbb][var1][Ples][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb],[Pbeg]log[Psub][Plbb]1[Prbb][var1][Ples][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var3][Prbb][Prbb][Pplu][Plsb][Pbeg]sqrt[Plbb][var1][Prbb]
[Pbeg]log[Psub][Plbb]1[Prbb][var1][Pbgr][Pbeg]frac[Plbb]3[Prbb][Plbb][Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Pexp][Plbb][Plbb]7[Prbb][Pexp][Plbb]1[Prbb][Prbb][Prbb],[Pbeg]log[Psub][Plbb]1[Prbb][var1][Pbgr][Pbeg]frac[Plbb][Plbb]3[Prbb][Pexp][Plbb][var1][Prbb][Prbb][Plbb][Plbb][Pbeg]cos[Plbb]7[Prbb][Prbb][Prbb][Pexp]
0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]leq[Pspa]17881,0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb][Pbeg]leq[Pspa]17881
0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb][Pbgr][Pbeg]sqrt[Plbb][Plbb][var1][Prbb][Pexp][Plbb][Pbeg]cos[Plbb]7[Prbb][Prbb][Prbb],0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb][Pbgr][Pbeg]sqrt[Plbb][var1][Plbb][Pbeg]cos[Plbb]7[Prbb][Prbb]
14946[Pbgr][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][var1][Prbb][Prbb],14946[Pbgr][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][var1][Prbb][Prbb]
6331[Pbeg]geq[Pspa][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][var1][Prbb][Prbb],6331[Pbeg]geq[Pspa][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][var1][Prbb][Prbb]
[Pbeg]sin[Plbb]tR[Prbb][Pbeg]leq[Pspa][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb],[Pbeg]sin[Plbb]tR[Prbb][Pbeg]leq[Pspa][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb]
[Pbeg]sin[Plbb]tR[Prbb][Pbeg]geq[Pspa]17648,[Pbeg]sin[Plbb]tR[Prbb][Pbeg]geq[Pspa]17648
[Pbeg]sin[Plbb]9[Prbb][Pbeg]leq[Pspa][Pbeg]sqrt[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb],[Pbeg]sin[Plbb]9[Prbb][Pbeg]leq[Pspa][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb]
[Pbeg]sin[Plbb]9[Prbb][Pbeg]leq[Pspa][Plsb]5[Pmin][Pbeg]pi[Pspa][Prsb][Pplu][Pbeg]frac[Plbb]8[Prbb][Plbb][var1][Prbb],[Pbeg]sin[Plbb]9[Prbb][Pbeg]leq[Pspa][Plsb]5[Pmin][Pbeg]pi[Pspa][Prsb][Pplu][Pbeg]frac[Plbb]8[Prbb][Plbb][var1][Prbb]
8[Pmin][Plsb]1[Pplu]2[Prsb][Ples][Plsb]2[Pmin][var1][Prsb][Pmin][var2],8[Pmin][Plsb]1[Pplu]2[Prsb][Ples][Plsb]2[Pmin][var1][Prsb][Pmin][var2]
8[Pmin][Plsb]1[Pplu]2[Prsb][Peql]6[Pplu][var1],8[Pmin][Plsb]1[Pplu]2[Prsb][Peql]6[Pplu][var1]
[Pbeg]frac[Plbb]42[Prbb][Plbb][Plbb]4[Prbb][Pexp][Plbb][var2][var1][Prbb][Prbb][Pbeg]geq[Pspa]19795,[Pbeg]frac[Plbb]42[Prbb][Plbb][Plbb]4[Prbb][Pexp][Plbb][var2][var1][Prbb][Prbb][Pbeg]geq[Pspa]19795
[Pbeg]frac[Plbb]42[Prbb][Plbb][Plbb]4[Prbb][Pexp][Plbb][var2][var1][Prbb][Prbb][Peql]0[Pplu][Plsb]2[var1][Prsb],[Pbeg]frac[Plbb]42[Prbb][Plbb][Plbb]4[Prbb][Pexp][Plbb][var2][var1][Prbb][Prbb][Peql]0[Pplu][Plsb]2[var1][Prsb]
186[Peql][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb],186[Peql][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb]
[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Pbgr]980,[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Pbgr]980
[Plsb]57[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Pmin][Plsb]1[Pplu]4[Prsb][Prbb][Pbeg]geq[Pspa]6[Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]cos[Plbb]0[Prbb][Prbb],[Plsb]57[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Pmin][Plsb]1[Pplu]4[Prsb][Prbb][Pbeg]geq[Pspa]6[Pbeg]frac[var1][Prbb][Plbb][Pbeg]
[Plsb]57[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Pmin][Plsb]1[Pplu]4[Prsb][Prbb][Ples][Plbb]4[Prbb][Pexp][Plbb]28[Prbb],[Plsb]57[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Pmin][Plsb]1[Pplu]4[Prsb][Prbb][Ples][Plbb]4[Prbb][Pexp][Plbb]28[Prbb]
3487[Pbgr][Pbeg]sin[Plbb][var1][Prbb],3487[Pbgr][Pbeg]sin[Plbb][var1][Prbb]
5751[Pbeg]geq[Pspa][Pbeg]sin[Plbb][var1][Prbb],5751[Pbeg]geq[Pspa][Pbeg]sin[Plbb][var1][Prbb]
[Pbeg]frac[Plbb]8[Prbb][Plbb][var2][Pmin][Plsb][var1][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb][Prsb][Prbb][Ples][Pbeg]tan[Plbb][Pbeg]tan[Plbb]1[Prbb][Prbb],[Pbeg]frac[Plbb]8[Prbb][Plbb][var2][Pmin][Plsb][var1][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb][Prsb][Prbb][Ples][Pbeg]tan[Plbb][Pbeg]tan([Prbb]
16540[Pbgr][Pbeg]frac[Plbb]8[Prbb][Plbb][var2][Pmin][Plsb][var1][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb][Prsb][Prbb],16540[Pbgr][Pbeg]frac[Plbb]8[Prbb][Plbb][var2][Pmin][Plsb][var1][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb][Prsb][Prbb]
[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][Plsb]1[Pmin][var1][Prsb][Pbgr][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb][Pbeg]log[Psub][Plbb][var1][Prbb][var2][var1][Prsb],[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][Plsb]1[Pmin][var1][Prsb][Pbgr][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Plsb][Pbeg]tan[Plbb][var3][Prbb][Prsb]
[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][Plsb]1[Pmin][var1][Prsb][Pbeg]geq[Pspa]8[Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]5[Prbb][Plbb]2[Prbb],[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][Plsb]1[Pmin][var1][Prsb][Pbeg]geq[Pspa]8[Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]5
[Pbeg]log[Psub][Plbb]8[Prbb][Pbeg]frac[Plbb][Pbeg]tan[Plbb]0[Prbb][Prbb][Plbb]6[Prbb][Ples]2041,[Pbeg]log[Psub][Plbb]8[Prbb][Pbeg]frac[Plbb][Pbeg]tan[Plbb]0[Prbb][Prbb][Plbb]6[Prbb][Ples]2041
[Pbeg]log[Psub][Plbb]8[Prbb][Pbeg]frac[Plbb][Pbeg]tan[Plbb]0[Prbb][Prbb][Plbb]6[Prbb][Ples][Pbeg]log[Psub][Plbb]3[Prbb][Plsb]4[Pplu][Pbeg]log[Psub][Plbb]4[Prbb]5[Prsb],[Pbeg]log[Psub][Plbb]8[Prbb][Pbeg]frac[Plbb][Pbeg]tan[Plbb]0[Prbb][Prbb][Plbb]6[Prbb][Ples][Pbeg]log[Pspa][Plbb]3[Prbb][Plsb]4[Pplu][Pbeg]
[Pbeg]log[Psub][Plbb]1[Prbb]9[Pmin][Plsb][Pbeg]sin[Plbb]1[Prbb][Prsb][Pbeg]geq[Pspa][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb],9[Pmin][Plsb][Pbeg]sin[Plbb]1[Prbb][Prsb][Pbeg]geq[Pspa][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb]
6169[Pbeg]geq[Pspa][Pbeg]log[Psub][Plbb]1[Prbb]9[Pmin][Plsb][Pbeg]sin[Plbb]1[Prbb][Prsb],6169[Pbeg]geq[Pspa][Pbeg]log[Psub][Plbb]9[Prbb]1[Pmin][Plsb][Pbeg]sin[Plbb]1[Prbb][Prsb]
[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Plsb]39[Prsb][Pbeg]leq[Pspa]4798,[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Plsb]39[Prsb][Pbeg]leq[Pspa]4798
[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Plsb]39[Prsb][Pbgr][Pbeg]frac[Plbb]3[Prbb][Plbb][Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Pexp][Plbb][Plbb]7[Prbb][Pexp][Plbb]1[Prbb][Prbb][Prbb],[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Plsb]39[Prsb][Pbgr][Pbeg]frac[Plbb]3[Prbb][Plbb][Plbb][Pbeg]cos[Plbb]1[Prbb][Prbb][Pexp]
[Pbeg]cos[Plbb]1[Pmin][Plsb]7[Pbeg]pi[Prsb][Prbb][Ples][Pbeg]frac[Plbb]3[Prbb][Plbb][Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Pexp][Plbb][Plbb]7[Prbb][Pexp][Plbb]1[Prbb][Prbb][Prbb],[Pbeg]cos[Plbb]1[Pmin][Plsb]7[Pbeg]pi[Prsb][Prbb][Ples][Pbeg]frac[Plbb][Plbb]3[Prbb][Pexp][Plbb][var1][Prbb][Prbb][Plbb][Plbb][Pbeg]sqrt[Plbb]
[Pbeg]cos[Plbb]1[Pmin][Plsb]7[Pbeg]pi[Prsb][Prbb][Pbeg]geq[Pspa]5[Pmin]2,[Pbeg]cos[Plbb]1[Pmin][Plsb]7[Pbeg]pi[Prsb][Prbb][Pbeg]geq[Pspa]5[Pmin]2
[Plbb]9[Prbb][Pexp][Plbb]7[Prbb][Peql]19105,[Plbb]9[Prbb][Pexp][Plbb]7[Prbb][Peql]19105
[Plbb]9[Prbb][Pexp][Plbb]7[Prbb][Pbeg]leq[Pspa][Pbeg]frac[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb],[Plbb]9[Prbb][Pexp][Plbb]7[Prbb][Pbeg]leq[Pspa][Pbeg]frac[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb]
[Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Pmin][var2][Pbeg]geq[Pspa][Plbb][Pbeg]tan[Plbb]9[Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb],[Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Pmin][var2][Pbeg]geq[Pspa][Plbb][Pbeg]tan[Plbb]9[Pmin][var1][Prbb][Prbb][Pexp][Plbb][Pbeg]cos[Plbb][var2][Prbb]
8311[Pbgr][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Pmin][var2],8311[Pbgr][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Pmin][var2]
[var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pbgr][Plbb][Pbeg]tan[Plbb]9[Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb],[var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pbgr][Plbb][Pbeg]tan[Plbb]9[Prbb][Prbb][Plbb][var1][Plsb][Pbeg]cos[Plbb]6[Prbb][Prsb][Prbb]
[var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pbeg]leq[Pspa]14374,[var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pbeg]leq[Pspa]14374
[Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb]6[Pbgr][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb],[Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb]6[Pbgr][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var3][Prbb][Prbb][Prbb][Pexp][Plbb][var1][Pplu][Plsb][Pbeg]
[Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb]6[Ples][Pbeg]frac[Plbb]0[Prbb][Plbb]6[Prbb],[Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb]6[Ples][Pbeg]frac[Plbb]0[Prbb][Plbb]6[Prbb]
[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Peql][Plbb][Pbeg]log[Psub][Plbb]6[Prbb]4[Prbb][Pexp][Plbb][var1][Prbb][Pplu][var2],[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Peql][Plbb][Pbeg]log[Psub][Plbb]6[Prbb]6[Pplu][var1]
[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Pbgr][Plbb]9[Prbb][Pexp][Plbb][var1][Pmin][var2][Prbb],[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Pbgr][Plbb]9[Prbb][Pexp]##quiert[var1][Pmin][var2][Prbb]
9364[Pbeg]geq[Pspa][Plsb][Pbeg]sin[Plbb]0[Prbb][Prsb][Pplu][Plsb]7[Pplu][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Prsb],9364[Pbeg]geq[Pspa][Plsb][Pbeg]sin[Plbb]0[Prbb][Prsb][Pplu][Plsb]7[Pplu][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Prsb]
[Plsb][Pbeg]sin[Plbb]0[Prbb][Prsb][Pplu][Plsb]7[Pplu][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Prsb][Pbgr][Plbb]0[Prbb][Pexp][Plbb][var1][Prbb],[Plsb][Pbeg]sin[Plbb]0[Prbb][Prsb][Pplu][Plsb]7[Pplu][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Prsb][Pbgr][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb]
[Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3][Pbeg]geq[Pspa][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb],[Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3][Pbeg]geq[Pspa][Plbb]5[Prbb][Pexp][Psub][var1][Prbb]
[Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3][Pbeg]geq[Pspa][Pbeg]sin[Plbb][var1][Pplu][var2][Prbb],[Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3][Pbeg]geq[Pspa][Pbeg]sin[Plbb][var1][Pplu][var2][Prbb]
[Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb][Pbgr][Plbb][Pbeg]frac[Plbb][Pbeg]sqrt[Plbb][Pbeg]tan[Plbb]3[Prbb][Prbb][Prbb][Plbb][var2][Pmin][var2][Prbb][Prbb][Pexp][Plbb][var1][Prbb],[Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb][Pbgr][Plbb][Pbeg]frac[Plbb][Pbeg]sqrt[Plbb][Pbeg]tan[Plbb]3[Prbb][Prbb][Prbb][Plbb][var2][Pmin][var1][Prbb]
[Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb][Pbeg]leq[Pspa]5[Pmin][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb],[Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb][Pbeg]leq[Pspa]5[Pmin][var1]
[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb][Pbgr][Pbeg]frac[Plbb][Plbb]4[Prbb][Pexp][Plbb]0[Prbb][Prbb][Plbb][var1][Prbb],[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb][Pbgr][Pbeg]frac[Plbb][Plbb]4[Prbb][Pexp][Plbb][var1][Prbb][Prbb][Plbb]0
[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb][Pbgr]0[Pplu]9,[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb][Pbgr]0[Pplu]9
4[Pmin][var1][Pbeg]geq[Pspa][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]1[Prbb][Plbb][Pbeg]frac[Plbb]3[Prbb][Plbb][Pbeg]frac[Plbb]4[Prbb][Plbb]3[Prbb][Prbb][Prbb],4[Pmin][var1][Pbeg]geq[Pspa][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb][Pmin][Plsb][Pbeg]sin[Plbb]1[Prbb][Prsb]
4[Pmin][var1][Pbeg]geq[Pspa]12133,4[Pmin][var1][Pbeg]geq[Pspa]12133
18131[Pbeg]leq[Pspa][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb],18131[Pbeg]leq[Pspa][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb]
[Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb][Pbeg]leq[Pspa][Pbeg]sin[Plbb][var1][Prbb],[Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb][Pbeg]leq[Pspa][Pbeg]sin[Plbb][var1][Pmin][var2][Prbb]
[Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2][Peql][Pbeg]frac[Plbb]8[Prbb][Plbb][Plsb][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb][Prbb][Prsb][Pplu]5[Prbb],[Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2][Peql][Pbeg]frac[Plbb]8[Prbb][Plbb][Plsb][Pbeg]sqrt[Plbb]6[Prbb][Prsb][Pplu]5[Prbb]
15568[Pbeg]leq[Pspa][Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2],15568[Pbeg]leq[Pspa][Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2]
12652[Pbeg]geq[Pspa][Pbeg]frac[Plbb]0[Prbb][Plbb]4[Prbb],12652[Pbeg]geq[Pspa][Pbeg]frac[Plbb]0[Prbb][Plbb]4[Prbb]
[Pbeg]frac[Plbb]0[Prbb][Plbb]4[Prbb][Pbgr][Pbeg]sqrt[Plbb][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Plsb]6[var2][Prsb][Prbb],[Pbeg]frac[Plbb]0[Prbb][Plbb]4[Prbb][Pbgr][Pbeg]sqrt[Plbb][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Plsb]6[var2][Prsb][Prbb]
9[Pmin][Plbb][Pbeg]sqrt[Plbb]7[Prbb][Prbb][Pexp][Plbb][var1][var2][Prbb][Pbeg]leq[Pspa][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]8[Pmin][var2][Prsb],9[Pmin][Plbb][Pbeg]sqrt[Plbb]7[Prbb][Prbb][Pexp][Plbb][var1][var2][Prbb][Pbeg]leq[Pspa][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]8[Pmin][var2]
